#{"t_start": 1733292345.6618145, "env_id": "LunarLander-v3"}
r,l,t
243.277569,337,1944.656347
32.093287,115,1945.629003
37.318295,134,1946.822512
38.321455,140,1948.027962
18.665333,136,1949.082448
271.199966,252,1951.346629
52.008646,118,1952.543138
53.182813,124,1953.356702
46.871545,126,1954.387011
133.848657,1000,1962.51736
258.658451,180,1963.849562
26.268195,74,1964.433784
33.418653,118,1965.534501
42.049748,88,1966.052771
25.667183,99,1966.860254
39.791099,146,1968.194724
30.364155,133,1969.27224
12.193441,118,1970.134403
38.487041,126,1971.049475
40.598367,112,1971.936882
14.57425,126,1972.954529
30.300585,94,1973.797211
20.368127,97,1974.664855
268.021767,264,1976.889129
56.954184,81,1977.467495
19.103473,94,1978.240791
48.833289,97,1979.143384
6.871051,124,1980.263409
21.481272,103,1981.048754
30.73031,127,1982.13486
-4.871679,101,1982.972115
18.662167,76,1983.651283
5.16111,106,1984.695441
42.283705,125,1985.651884
20.558773,128,1986.780667
262.254695,239,1988.810284
34.837452,118,1989.850492
42.485014,119,1990.926825
19.721219,106,1991.752407
288.015662,178,1993.032316
10.927536,95,1993.81747
276.801631,188,1995.219664
57.186804,114,1996.126983
267.987052,460,1999.607078
29.921177,101,2000.477606
248.567212,171,2002.080191
40.577871,90,2002.889568
33.937996,132,2003.951519
29.692659,172,2005.389837
257.333402,175,2006.757046
-0.944529,140,2007.846606
283.616095,203,2009.422076
44.18845,93,2010.233908
298.786814,214,2011.981034
50.921249,110,2012.739677
282.025134,186,2014.085849
261.022319,226,2015.773227
47.675936,89,2016.500799
266.101986,270,2018.661937
28.33264,107,2019.518917
284.346243,171,2021.002304
277.786848,297,2023.357507
319.883737,223,2025.551486
234.719375,172,2026.953231
46.7407,168,2028.27046
260.332799,231,2030.119736
282.677029,189,2031.803957
295.714667,235,2033.546192
49.367559,139,2034.605322
266.311115,281,2036.703008
288.715759,189,2038.245881
32.790405,115,2039.125584
54.237364,147,2040.356872
277.241287,169,2041.656755
265.909712,172,2042.985386
287.882612,180,2044.378497
274.626262,249,2046.059261
261.437001,270,2048.046186
269.30946,236,2050.020478
40.653674,154,2051.35213
56.191019,95,2052.110429
55.835184,127,2053.021136
278.354496,302,2055.6397
242.110317,188,2056.996185
291.077842,199,2058.598471
50.561346,129,2059.649058
325.25025,173,2060.888388
21.402506,105,2061.76279
25.14992,148,2062.85529
-40.436016,353,2065.79551
271.276076,223,2067.639704
270.025029,191,2069.165571
276.75154,302,2071.739781
247.564116,358,2074.999505
42.871018,118,2075.935364
276.676014,228,2077.553075
-48.289131,90,2078.407848
286.866376,312,2080.522647
18.216252,111,2081.477581
270.840257,434,2084.854025
-212.971182,104,2085.764704
65.4146,155,2087.019133
201.244593,615,2091.845039
33.631819,129,2092.656215
40.729286,118,2093.924185
-6.676197,102,2094.896519
58.316202,110,2095.968542
33.569581,126,2097.202677
294.986264,283,2099.523828
261.719601,215,2101.102109
301.232219,312,2103.633161
272.459065,157,2104.84956
27.025346,135,2105.990824
255.678068,217,2107.762838
282.280993,176,2109.183782
31.077006,96,2110.055791
53.740256,123,2111.153605
272.46284,360,2114.042922
255.538752,259,2116.057037
268.696973,290,2118.791929
292.288265,251,2121.033273
222.758665,339,2124.220323
266.160303,234,2126.199864
273.381947,185,2128.450572
-25.422433,122,2129.618654
267.222705,575,2135.562396
277.268538,184,2137.460881
261.804663,390,2140.951375
58.898629,94,2142.252858
244.009538,236,2144.506581
44.611692,96,2145.495309
-27.945864,101,2146.694834
288.244803,204,2148.536438
43.981237,141,2149.951935
23.44176,116,2150.929029
254.451476,280,2153.552269
39.071714,132,2154.912266
-157.607298,94,2155.979382
250.747596,236,2158.369248
293.872665,170,2160.054294
