#{"t_start": 1733328529.8499105, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,2197.214686
-200.0,200,2198.715234
-200.0,200,2200.091455
-200.0,200,2201.728759
-200.0,200,2203.101502
-200.0,200,2204.584382
-200.0,200,2206.012098
-200.0,200,2207.431624
-200.0,200,2208.816041
-200.0,200,2210.273994
-200.0,200,2211.62299
-200.0,200,2213.008741
-200.0,200,2214.420265
-200.0,200,2215.905618
-200.0,200,2217.207496
-200.0,200,2218.512156
-200.0,200,2219.77116
-200.0,200,2221.224707
-200.0,200,2222.589108
-200.0,200,2223.812951
-200.0,200,2225.3322
-200.0,200,2226.787917
-200.0,200,2228.281061
-200.0,200,2229.699822
-200.0,200,2231.142518
-200.0,200,2232.58685
-192.0,192,2234.009492
-200.0,200,2235.553993
-200.0,200,2237.318023
-200.0,200,2238.884725
-200.0,200,2240.207358
-200.0,200,2241.673463
-200.0,200,2243.049024
-200.0,200,2244.489712
-200.0,200,2245.970055
-200.0,200,2247.338255
-200.0,200,2248.630827
-172.0,172,2249.873101
-200.0,200,2251.309518
-200.0,200,2252.646953
-200.0,200,2253.897549
-200.0,200,2255.287796
-200.0,200,2256.55625
-178.0,178,2257.795381
-200.0,200,2259.232013
-200.0,200,2260.707101
-200.0,200,2262.338932
-200.0,200,2263.842626
-122.0,122,2264.813093
-200.0,200,2266.21567
-200.0,200,2267.687777
-200.0,200,2269.106079
-127.0,127,2270.149749
-128.0,128,2270.985814
-200.0,200,2272.491932
-192.0,192,2273.889481
-200.0,200,2275.267999
-200.0,200,2276.714444
-200.0,200,2278.057342
-200.0,200,2279.461221
-200.0,200,2280.873731
-126.0,126,2281.742822
-200.0,200,2283.088608
-133.0,133,2284.034173
-200.0,200,2285.256483
-200.0,200,2286.673142
-200.0,200,2288.028401
-200.0,200,2289.372369
-200.0,200,2290.736054
-200.0,200,2292.119304
-200.0,200,2293.557944
-200.0,200,2294.863734
-200.0,200,2296.36091
-200.0,200,2297.65045
-200.0,200,2299.043165
-200.0,200,2300.457654
-200.0,200,2301.824713
-200.0,200,2304.544841
-189.0,189,2305.770695
-177.0,177,2307.21283
-171.0,171,2308.447833
-187.0,187,2309.842061
-162.0,162,2311.215759
-169.0,169,2312.457718
-168.0,168,2313.741238
-159.0,159,2314.98034
-164.0,164,2316.101278
-200.0,200,2317.542197
-200.0,200,2319.024356
-159.0,159,2320.199727
-184.0,184,2321.554124
-165.0,165,2322.757219
-180.0,180,2323.969194
-200.0,200,2325.427153
-200.0,200,2326.954817
-200.0,200,2328.395119
-200.0,200,2329.869087
-164.0,164,2331.187182
-200.0,200,2332.783925
-158.0,158,2333.869789
-200.0,200,2335.24875
-199.0,199,2336.764798
-168.0,168,2338.140656
-200.0,200,2339.621819
-160.0,160,2340.795265
-200.0,200,2342.2908
-200.0,200,2343.910958
-200.0,200,2345.655561
-200.0,200,2347.111896
-200.0,200,2348.722141
-200.0,200,2350.441261
-200.0,200,2351.929206
-200.0,200,2353.444965
-200.0,200,2354.92632
-200.0,200,2356.565539
-200.0,200,2358.145851
-200.0,200,2359.544294
-200.0,200,2361.101088
-200.0,200,2362.580103
-200.0,200,2364.005912
-200.0,200,2365.323963
-200.0,200,2366.569514
-200.0,200,2367.995251
-200.0,200,2369.542906
-200.0,200,2370.978209
-200.0,200,2372.611964
-200.0,200,2374.132479
-200.0,200,2375.674051
-200.0,200,2377.19834
-200.0,200,2378.603536
-200.0,200,2380.014982
-200.0,200,2381.463723
-200.0,200,2382.928068
-200.0,200,2384.425991
-200.0,200,2385.957505
-144.0,144,2386.942611
-151.0,151,2388.571555
-145.0,145,2389.829843
-200.0,200,2391.430776
-200.0,200,2392.889165
-200.0,200,2394.47087
-200.0,200,2395.994385
-200.0,200,2397.596617
-200.0,200,2399.20879
-200.0,200,2400.763359
-200.0,200,2402.319881
-165.0,165,2403.704166
-200.0,200,2405.257015
-166.0,166,2406.642267
-169.0,169,2407.920274
-164.0,164,2409.185051
-187.0,187,2410.591622
-200.0,200,2412.023442
-164.0,164,2413.364918
-173.0,173,2414.663396
-200.0,200,2416.513953
-200.0,200,2417.893554
-200.0,200,2419.322859
-156.0,156,2420.335128
-200.0,200,2421.813143
-141.0,141,2422.8237
-200.0,200,2424.384313
-143.0,143,2425.559871
-200.0,200,2426.837767
-171.0,171,2428.118711
-141.0,141,2429.27913
-172.0,172,2430.703373
-175.0,175,2431.968841
-152.0,152,2433.190613
-138.0,138,2434.156304
-136.0,136,2435.241877
-200.0,200,2436.741355
-143.0,143,2437.808564
-200.0,200,2439.093379
-172.0,172,2440.14462
-174.0,174,2441.413736
-176.0,176,2442.570962
-181.0,181,2443.891097
-200.0,200,2445.360493
-176.0,176,2446.552984
-200.0,200,2448.058651
-172.0,172,2449.329865
-167.0,167,2450.530852
-167.0,167,2451.755937
-170.0,170,2453.015019
-189.0,189,2454.454612
-200.0,200,2455.856095
-200.0,200,2457.423386
-200.0,200,2458.888825
-167.0,167,2460.122975
-176.0,176,2461.340528
-161.0,161,2462.388098
-173.0,173,2463.644417
-179.0,179,2464.957772
-184.0,184,2466.438136
-177.0,177,2467.855962
-200.0,200,2469.381005
-200.0,200,2470.75737
-198.0,198,2472.431324
-178.0,178,2473.644217
-181.0,181,2474.919462
