#{"t_start": 1733392773.9881806, "env_id": "MountainCar-v0"}
r,l,t
-107.0,107,2675.102899
-110.0,110,2675.825753
-104.0,104,2676.622102
-110.0,110,2677.374505
-110.0,110,2678.206283
-84.0,84,2678.720978
-84.0,84,2679.281886
-133.0,133,2680.132186
-121.0,121,2680.836217
-102.0,102,2681.504928
-128.0,128,2682.326635
-97.0,97,2683.225754
-110.0,110,2683.948451
-84.0,84,2684.477274
-119.0,119,2685.46535
-116.0,116,2686.157652
-85.0,85,2686.776789
-108.0,108,2687.639126
-116.0,116,2688.561428
-107.0,107,2689.368199
-105.0,105,2689.907157
-103.0,103,2690.39937
-102.0,102,2691.333669
-108.0,108,2692.034964
-102.0,102,2692.742108
-110.0,110,2693.453423
-106.0,106,2693.936078
-108.0,108,2694.84965
-104.0,104,2695.603323
-106.0,106,2696.28516
-105.0,105,2697.059124
-93.0,93,2697.67164
-116.0,116,2698.524933
-93.0,93,2699.149503
-112.0,112,2699.914705
-110.0,110,2700.74185
-109.0,109,2701.425519
-96.0,96,2702.058931
-86.0,86,2702.65453
-104.0,104,2703.463433
-90.0,90,2704.114371
-83.0,83,2704.693981
-110.0,110,2705.498879
-96.0,96,2706.14591
-95.0,95,2706.737337
-109.0,109,2707.58159
-112.0,112,2708.560098
-89.0,89,2709.206902
-90.0,90,2709.8461
-116.0,116,2710.407701
-117.0,117,2711.050976
-119.0,119,2711.891799
-103.0,103,2712.484308
-88.0,88,2713.093401
-117.0,117,2713.754906
-115.0,115,2714.400224
-116.0,116,2715.193898
-88.0,88,2715.761546
-116.0,116,2716.559878
-104.0,104,2717.228308
-114.0,114,2718.149694
-105.0,105,2718.783323
-107.0,107,2719.44745
-85.0,85,2719.987896
-105.0,105,2720.743585
-107.0,107,2721.610679
-104.0,104,2722.30161
-108.0,108,2722.960442
-85.0,85,2723.634926
-108.0,108,2724.364586
-108.0,108,2724.990161
-108.0,108,2725.511579
-105.0,105,2726.150011
-176.0,176,2727.34706
-109.0,109,2727.954726
-93.0,93,2728.454837
-108.0,108,2729.043295
-105.0,105,2729.828816
-147.0,147,2730.778547
-144.0,144,2731.796961
-85.0,85,2732.225281
-85.0,85,2732.874953
-84.0,84,2733.353916
-117.0,117,2734.137566
-105.0,105,2734.881972
-160.0,160,2735.887444
-154.0,154,2736.732243
-111.0,111,2737.621843
-115.0,115,2738.414482
-86.0,86,2738.932558
-165.0,165,2740.074531
